p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,65.9,96.5,Ovate,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,65.4,94.4,Linear,White,Mediterranean,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,68.8,90.4,Ovate,White,Temperate,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,67.9,99.9,Ovate,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,63.4,96.5,Intermediate,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,68.7,101.2,Ovate,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,69.4,96.0,Intermediate,White,Temperate,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,68.8,87.6,Linear,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,73.2,95.6,Linear,White,Temperate,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,64.8,90.5,Intermediate,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,66.7,102.0,Linear,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,65.2,95.5,Intermediate,White,Mediterranean,Very High,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,112.7,69.5,Palmate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,116.8,67.9,Intermediate,Intermediate,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,112.8,64.7,Ovate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,120.4,70.7,Intermediate,White,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,128.1,66.4,Intermediate,Yellow,Tropical/Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,113.7,67.6,Ovate,Yellow,Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,109.4,69.5,Intermediate,Intermediate,Tropical/Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,111.3,73.4,Palmate,Intermediate,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,117.4,70.0,Intermediate,White,Tropical/Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,128.1,64.1,Intermediate,Intermediate,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,124.7,68.3,Intermediate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,122.7,73.3,Intermediate,Yellow,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,115.0,64.8,Intermediate,White,Tropical/Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,116.6,66.4,Intermediate,Intermediate,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,117.8,68.5,Intermediate,Yellow,Tropical/Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,115.0,70.5,Palmate,Yellow,Tropical/Temperate,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,95.8,75.6,Palmate,Intermediate,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,91.0,76.4,Intermediate,White,Temperate,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,96.9,78.9,Intermediate,Intermediate,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,87.9,81.2,Intermediate,Yellow,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,81.2,74.0,Ovate,Yellow,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,93.9,72.9,Ovate,White,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,92.4,81.3,Intermediate,Intermediate,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,86.0,81.9,Intermediate,Intermediate,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,95.2,80.4,Ovate,Yellow,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,85.7,71.2,Ovate,Yellow,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,95.2,78.6,Intermediate,Yellow,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,91.3,81.2,Intermediate,Intermediate,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,90.1,71.6,Ovate,Intermediate,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,103.2,84.1,Intermediate,Intermediate,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,89.9,78.8,Intermediate,Yellow,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,93.0,80.6,Palmate,Intermediate,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,46.6,68.5,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,46.6,72.7,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,48.8,71.3,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,49.3,69.1,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,43.8,73.2,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,46.8,68.9,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,45.3,66.0,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,49.7,64.0,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,50.3,66.8,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,46.1,70.7,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,45.3,70.1,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,46.7,70.5,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,42.7,72.2,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,45.6,68.8,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,48.4,65.7,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,41.6,74.6,Ovate,White,Temperate,Moderate,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,115.6,80.8,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,96.7,83.3,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,108.9,79.3,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,117.7,80.7,Ovate,White,Temperate,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,100.8,85.4,Ovate,White,Temperate,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,101.1,80.7,Ovate,White,Temperate,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,107.0,72.8,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,101.4,79.3,Ovate,White,Temperate,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,105.7,82.3,Ovate,White,Temperate,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,95.1,78.0,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,110.0,83.4,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,107.2,84.7,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,111.0,78.0,Ovate,White,Temperate,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,106.3,75.5,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,117.0,83.3,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,110.5,86.1,Ovate,White,Tropical,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,72.1,83.8,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,66.3,96.4,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,64.3,97.4,Ovate,Purple,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,68.7,90.2,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,63.4,90.9,Ovate,White,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,70.5,87.5,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,70.1,88.7,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,66.5,91.1,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,65.8,91.5,Ovate,Purple,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,62.4,86.4,Ovate,Purple,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,70.6,90.3,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,68.2,91.7,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,67.7,81.4,Ovate,Purple,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,72.3,86.7,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,69.3,87.8,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,64.5,100.9,Ovate,Purple,Temperate,Very High,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,42.3,109.6,Compound,Intermediate,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,45.0,111.7,Compound,Yellow,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,44.5,108.8,Compound,Intermediate,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,42.6,106.8,Ovate,Yellow,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,44.0,106.5,Intermediate,Yellow,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,42.4,102.3,Intermediate,Intermediate,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,45.2,108.0,Ovate,Intermediate,Temperate,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,43.9,96.7,Compound,Intermediate,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,44.5,99.3,Intermediate,Intermediate,Temperate,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,45.4,108.7,Ovate,Intermediate,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,41.9,114.2,Intermediate,Yellow,Temperate,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,40.6,106.8,Intermediate,Yellow,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,37.3,102.3,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,44.0,107.6,Intermediate,Intermediate,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,44.3,102.2,Compound,Yellow,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,39.4,108.9,Compound,White,Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,55.5,87.9,Intermediate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,52.1,79.6,Pinnate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,52.1,90.1,Intermediate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,58.0,93.5,Intermediate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,51.3,87.9,Ovate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,51.6,90.6,Intermediate,White,Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,53.6,84.3,Ovate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,53.5,75.8,Intermediate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,51.8,79.6,Intermediate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,51.6,82.0,Intermediate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,53.9,87.4,Intermediate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,50.3,80.3,Ovate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,55.2,80.6,Intermediate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,54.3,87.8,Ovate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,54.0,85.7,Intermediate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,51.8,89.4,Ovate,White,Temperate,Moderate,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,32.4,93.3,Intermediate,Purple,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,30.5,88.4,Cordate,Purple,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,33.9,92.4,Cordate,White,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,32.1,86.5,Ovate,White,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,32.3,87.2,Ovate,Intermediate,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,32.8,95.4,Cordate,Purple,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,31.6,89.1,Intermediate,Purple,Tropical/Subtropical,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,31.4,94.6,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,32.4,89.8,Ovate,Purple,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,30.4,80.4,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,33.9,97.1,Cordate,Intermediate,Tropical/Subtropical,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,30.9,84.2,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,32.3,85.8,Intermediate,Intermediate,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,34.4,90.6,Cordate,Intermediate,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,33.4,90.6,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,33.6,89.5,Ovate,Intermediate,Tropical/Subtropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,168.1,172.3,Intermediate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,165.0,171.9,Intermediate,White,Tropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,170.6,177.9,Ovate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,168.0,171.5,Intermediate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,160.3,178.2,Ovate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,162.8,188.3,Palmate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,173.7,168.9,Intermediate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,164.4,187.7,Ovate,White,Tropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,155.9,175.0,Palmate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,164.3,179.6,Ovate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,185.4,177.0,Ovate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,166.2,177.1,Ovate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,154.8,174.2,Intermediate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,160.9,169.4,Ovate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,155.1,164.8,Intermediate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,156.1,179.3,Ovate,White,Tropical,Very High,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.9,75.1,Intermediate,Intermediate,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,42.7,71.4,Intermediate,Intermediate,Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,44.2,75.7,Ovate,Intermediate,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,41.6,65.7,Intermediate,White,Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,42.1,70.1,Intermediate,White,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,39.6,82.8,Oblong,White,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,40.3,68.4,Ovate,Intermediate,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,43.9,73.3,Oblong,Intermediate,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,37.9,80.3,Oblong,Yellow,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,46.8,73.5,Oblong,Intermediate,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.1,69.2,Intermediate,Intermediate,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,41.0,76.6,Oblong,Intermediate,Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,42.6,74.0,Ovate,White,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,44.0,81.5,Intermediate,Yellow,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.1,70.9,Intermediate,White,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,39.5,77.1,Oblong,Intermediate,Temperate,Moderate,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,81.2,93.1,Ovate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,85.3,83.1,Intermediate,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,78.3,86.9,Intermediate,Yellow,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,81.9,93.4,Lobed,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,80.8,88.7,Ovate,White,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,77.1,87.0,Ovate,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,78.5,89.2,Lobed,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,71.5,86.8,Ovate,Yellow,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,85.1,91.3,Intermediate,Yellow,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,80.0,97.0,Intermediate,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,82.7,90.0,Intermediate,Yellow,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,92.1,90.3,Intermediate,White,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,91.9,96.8,Intermediate,Yellow,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,77.5,90.9,Intermediate,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,77.3,90.9,Intermediate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,75.3,93.8,Intermediate,Yellow,Temperate,Very High,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,100.5,118.9,Palmate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,102.7,113.8,Ovate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,92.8,112.4,Intermediate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,91.9,117.5,Intermediate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,90.5,104.0,Ovate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,86.6,123.6,Intermediate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,87.8,113.7,Palmate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,90.7,114.0,Intermediate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,91.4,117.1,Intermediate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,96.1,117.5,Palmate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,91.6,122.0,Palmate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,89.3,112.5,Intermediate,White,Subtropical,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,94.3,116.3,Palmate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,84.7,102.0,Intermediate,White,Subtropical,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,94.4,122.8,Intermediate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,89.8,110.8,Ovate,White,Temperate,Moderate,High
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,117.2,128.0,Intermediate,Yellow,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,120.3,136.4,Palmate,White,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,130.2,133.0,Intermediate,Yellow,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,116.5,126.7,Intermediate,Intermediate,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,118.3,119.8,Intermediate,Intermediate,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,119.2,125.5,Intermediate,Yellow,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,126.3,117.2,Intermediate,Intermediate,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,114.2,136.2,Intermediate,Intermediate,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,109.9,118.4,Ovate,Yellow,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,110.9,121.7,Palmate,Intermediate,Temperate,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,117.1,128.6,Palmate,Yellow,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,112.4,125.9,Intermediate,Yellow,Temperate,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,110.6,126.1,Intermediate,Yellow,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,109.3,132.9,Ovate,Intermediate,Temperate,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,113.5,129.0,Palmate,Yellow,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,121.4,134.4,Intermediate,Intermediate,Tropical,Very High,Moderate
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,110.2,83.4,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,102.8,86.4,Elliptical,Intermediate,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,103.6,88.8,Elliptical,Pink,Temperate,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,108.8,81.5,Elliptical,Pink,Tropical/Subtropical,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,112.0,84.6,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,98.6,87.3,Intermediate,Pink,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,102.7,80.4,Intermediate,Pink,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,107.5,75.8,Intermediate,Pink,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,106.9,84.0,Elliptical,Pink,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,104.6,79.9,Elliptical,White,Temperate,Moderate,High
